Size of Array,Type of Array,Sorting Algorithm,Number of Comparisons,Execution Time
2,Inversely-sorted,Bubble,1,1.2e-07
2,Inversely-sorted,Selection,1,1.63e-07
2,Inversely-sorted,Insertion,1,1.33e-07
2,Random,Heap,1,1.06e-07
2,Random,Bubble,1,1.09e-07
2,Random,Selection,1,1.25e-07
2,Random,Insertion,1,1.19e-07
2,Sorted,Heap,1,1.45e-07
2,Sorted,Bubble,1,1.05e-07
2,Sorted,Selection,1,1.26e-07
2,Sorted,Insertion,1,9.8e-08
2,Inversely-sorted,Heap,1,1.27e-07
2,Inversely-sorted,Bubble,1,1.33e-07
2,Inversely-sorted,Selection,1,1.41e-07
2,Inversely-sorted,Insertion,1,1.59e-07
2,Random,Heap,1,1.14e-07
2,Random,Bubble,1,1.04e-07
2,Random,Selection,1,1.37e-07
2,Random,Insertion,1,8.9e-08
2,Sorted,Heap,1,1.11e-07
2,Sorted,Bubble,1,1.29e-07
2,Sorted,Selection,1,1.11e-07
2,Sorted,Insertion,1,1.01e-07
2,Inversely-sorted,Heap,1,1.4e-07
2,Inversely-sorted,Bubble,1,1e-07
2,Inversely-sorted,Selection,1,8.9e-08
2,Inversely-sorted,Insertion,1,1.44e-07
2,Random,Heap,1,9e-08
2,Random,Bubble,1,1.07e-07
2,Random,Selection,1,8.4e-08
2,Random,Insertion,1,8.3e-08
2,Sorted,Heap,1,7.1e-08
2,Sorted,Bubble,1,7.6e-08
2,Sorted,Selection,1,1.11e-07
2,Sorted,Insertion,1,6.6e-08
2,Inversely-sorted,Heap,1,8e-08
2,Inversely-sorted,Bubble,1,1.06e-07
2,Inversely-sorted,Selection,1,8.1e-08
2,Inversely-sorted,Insertion,1,8.6e-08
2,Random,Heap,1,7e-08
2,Random,Bubble,1,7.1e-08
2,Random,Selection,1,2.66e-07
2,Random,Insertion,1,1.66e-07
2,Sorted,Heap,1,1.84e-07
2,Sorted,Bubble,1,1.17e-07
2,Sorted,Selection,1,1.83e-07
2,Sorted,Insertion,1,9.7e-08
2,Inversely-sorted,Heap,1,1.02e-07
2,Inversely-sorted,Bubble,1,9.1e-08
2,Inversely-sorted,Selection,1,8.1e-08
2,Inversely-sorted,Insertion,1,8.9e-08
2,Random,Heap,1,7e-08
2,Random,Bubble,1,7.3e-08
2,Random,Selection,1,7.1e-08
2,Random,Insertion,1,2.52e-07
2,Sorted,Heap,1,1.48e-07
2,Sorted,Bubble,1,1.28e-07
2,Sorted,Selection,1,2.42e-07
2,Sorted,Insertion,1,1.36e-07
2,Inversely-sorted,Heap,1,2.1e-07
2,Inversely-sorted,Bubble,1,1.69e-07
2,Inversely-sorted,Selection,1,1.21e-07
2,Inversely-sorted,Insertion,1,1.68e-07
3,Random,Heap,3,2.37e-07
3,Random,Bubble,3,2.19e-07
3,Random,Selection,3,2.49e-07
3,Random,Insertion,3,1.97e-07
3,Sorted,Heap,2,1.66e-07
3,Sorted,Bubble,2,1.56e-07
3,Sorted,Selection,3,2.98e-07
3,Sorted,Insertion,2,1.87e-07
3,Inversely-sorted,Heap,3,2.45e-07
3,Inversely-sorted,Bubble,3,1.99e-07
3,Inversely-sorted,Selection,3,1.97e-07
3,Inversely-sorted,Insertion,3,2.34e-07
3,Random,Heap,2,1.69e-07
3,Random,Bubble,2,1.44e-07
3,Random,Selection,3,1.25e-07
3,Random,Insertion,2,1.37e-07
3,Sorted,Heap,2,1.23e-07
3,Sorted,Bubble,2,7.1e-08
3,Sorted,Selection,3,1.14e-07
3,Sorted,Insertion,2,8.8e-08
3,Inversely-sorted,Heap,3,1.78e-07
3,Inversely-sorted,Bubble,3,2.09e-07
3,Inversely-sorted,Selection,3,2.01e-07
3,Inversely-sorted,Insertion,3,2.05e-07
3,Random,Heap,3,1.62e-07
3,Random,Bubble,3,1.48e-07
3,Random,Selection,3,1.79e-07
3,Random,Insertion,3,1.95e-07
3,Sorted,Heap,2,1.4e-07
3,Sorted,Bubble,2,7e-08
3,Sorted,Selection,3,8.2e-08
3,Sorted,Insertion,2,5.9e-08
3,Inversely-sorted,Heap,3,1.5e-07
3,Inversely-sorted,Bubble,3,1.94e-07
3,Inversely-sorted,Selection,3,1.34e-07
3,Inversely-sorted,Insertion,3,1.17e-07
3,Random,Heap,3,1.27e-07
3,Random,Bubble,3,3.13e-07
3,Random,Selection,3,2.58e-07
3,Random,Insertion,3,3.47e-07
3,Sorted,Heap,2,1.49e-07
3,Sorted,Bubble,2,9.3e-08
3,Sorted,Selection,3,1.51e-07
3,Sorted,Insertion,2,1.14e-07
3,Inversely-sorted,Heap,3,1.61e-07
3,Inversely-sorted,Bubble,3,1.62e-07
3,Inversely-sorted,Selection,3,1.38e-07
3,Inversely-sorted,Insertion,3,9.1e-08
3,Random,Heap,3,1.29e-07
3,Random,Bubble,3,2.94e-07
3,Random,Selection,3,2.42e-07
3,Random,Insertion,3,2.22e-07
3,Sorted,Heap,2,1.3e-07
3,Sorted,Bubble,2,1.22e-07
3,Sorted,Selection,3,2.13e-07
3,Sorted,Insertion,2,1.64e-07
3,Inversely-sorted,Heap,3,2.26e-07
3,Inversely-sorted,Bubble,3,1.9e-07
3,Inversely-sorted,Selection,3,1.33e-07
3,Inversely-sorted,Insertion,3,1.76e-07
3,Random,Heap,2,1.26e-07
3,Random,Bubble,2,1.25e-07
3,Random,Selection,3,1.72e-07
3,Random,Insertion,2,1.16e-07
3,Sorted,Heap,2,1.78e-07
3,Sorted,Bubble,2,1e-07
3,Sorted,Selection,3,1.87e-07
3,Sorted,Insertion,2,1.41e-07
3,Inversely-sorted,Heap,3,2.06e-07
3,Inversely-sorted,Bubble,3,1.84e-07
3,Inversely-sorted,Selection,3,1.31e-07
3,Inversely-sorted,Insertion,3,2e-07
3,Random,Heap,3,1.92e-07
3,Random,Bubble,3,1.84e-07
3,Random,Selection,3,1.87e-07
3,Random,Insertion,3,1.68e-07
3,Sorted,Heap,2,9.2e-08
3,Sorted,Bubble,2,1.14e-07
3,Sorted,Selection,3,1.7e-07
3,Sorted,Insertion,2,1.16e-07
3,Inversely-sorted,Heap,3,1.79e-07
3,Inversely-sorted,Bubble,3,3.04e-07
3,Inversely-sorted,Selection,3,1.74e-07
3,Inversely-sorted,Insertion,3,2.22e-07
3,Random,Heap,3,1.94e-07
3,Random,Bubble,3,1.46e-07
3,Random,Selection,3,2.06e-07
3,Random,Insertion,3,2.48e-07
3,Sorted,Heap,2,1.69e-07
3,Sorted,Bubble,2,1.63e-07
3,Sorted,Selection,3,1.75e-07
3,Sorted,Insertion,2,1.03e-07
3,Inversely-sorted,Heap,3,2.04e-07
3,Inversely-sorted,Bubble,3,2.03e-07
3,Inversely-sorted,Selection,3,1.63e-07
3,Inversely-sorted,Insertion,3,1.73e-07
3,Random,Heap,3,1.66e-07
3,Random,Bubble,3,2.6e-07
3,Random,Selection,3,1.96e-07
3,Random,Insertion,2,2.21e-07
3,Sorted,Heap,2,1.1e-07
3,Sorted,Bubble,2,2.15e-07
3,Sorted,Selection,3,2.26e-07
3,Sorted,Insertion,2,1.59e-07
3,Inversely-sorted,Heap,3,1.96e-07
3,Inversely-sorted,Bubble,3,1.38e-07
3,Inversely-sorted,Selection,3,1.57e-07
3,Inversely-sorted,Insertion,3,1.4e-07
3,Random,Heap,3,1.21e-07
3,Random,Bubble,3,1.08e-07
3,Random,Selection,3,9.1e-08
3,Random,Insertion,3,8.7e-08
3,Sorted,Heap,2,1.93e-07
3,Sorted,Bubble,2,1.18e-07
3,Sorted,Selection,3,1.89e-07
3,Sorted,Insertion,2,1.38e-07
3,Inversely-sorted,Heap,3,1.66e-07
3,Inversely-sorted,Bubble,3,1.54e-07
3,Inversely-sorted,Selection,3,1.4e-07
3,Inversely-sorted,Insertion,3,1.66e-07
3,Random,Heap,3,1.41e-07
3,Random,Bubble,3,1.52e-07
3,Random,Selection,3,3.35e-07
3,Random,Insertion,2,2.27e-07
3,Sorted,Heap,2,1.72e-07
3,Sorted,Bubble,2,9.8e-08
3,Sorted,Selection,3,1.97e-07
3,Sorted,Insertion,2,1.23e-07
3,Inversely-sorted,Heap,3,3.04e-07
3,Inversely-sorted,Bubble,3,1.99e-07
3,Inversely-sorted,Selection,3,1.62e-07
3,Inversely-sorted,Insertion,3,1.8e-07
3,Random,Heap,3,1.67e-07
3,Random,Bubble,3,1.73e-07
3,Random,Selection,3,1.22e-07
3,Random,Insertion,3,1.25e-07
3,Sorted,Heap,2,1.2e-07
3,Sorted,Bubble,2,1.03e-07
3,Sorted,Selection,3,1.48e-07
3,Sorted,Insertion,2,1.15e-07
3,Inversely-sorted,Heap,3,1.96e-07
3,Inversely-sorted,Bubble,3,1.89e-07
3,Inversely-sorted,Selection,3,1.67e-07
3,Inversely-sorted,Insertion,3,1.42e-07
3,Random,Heap,2,1.33e-07
3,Random,Bubble,2,1.22e-07
3,Random,Selection,3,2.26e-07
3,Random,Insertion,2,1.25e-07
3,Sorted,Heap,2,9.3e-08
3,Sorted,Bubble,2,1.04e-07
3,Sorted,Selection,3,1.46e-07
3,Sorted,Insertion,2,1.18e-07
3,Inversely-sorted,Heap,3,2.15e-07
3,Inversely-sorted,Bubble,3,1.79e-07
3,Inversely-sorted,Selection,3,1.62e-07
3,Inversely-sorted,Insertion,3,2.27e-07
3,Random,Heap,3,1.8e-07
3,Random,Bubble,3,2.22e-07
3,Random,Selection,3,2.05e-07
3,Random,Insertion,3,2.16e-07
3,Sorted,Heap,2,1.1e-07
3,Sorted,Bubble,2,1.05e-07
3,Sorted,Selection,3,1.62e-07
3,Sorted,Insertion,2,1.14e-07
3,Inversely-sorted,Heap,3,1.93e-07
3,Inversely-sorted,Bubble,3,1.73e-07
3,Inversely-sorted,Selection,3,2.06e-07
3,Inversely-sorted,Insertion,3,1.65e-07
3,Random,Heap,3,1.61e-07
3,Random,Bubble,3,1.9e-07
3,Random,Selection,3,2.08e-07
3,Random,Insertion,3,1.9e-07
3,Sorted,Heap,2,1.1e-07
3,Sorted,Bubble,2,1.14e-07
3,Sorted,Selection,3,1.39e-07
3,Sorted,Insertion,2,1.18e-07
3,Inversely-sorted,Heap,3,1.95e-07
3,Inversely-sorted,Bubble,3,1.88e-07
3,Inversely-sorted,Selection,3,1.59e-07
3,Inversely-sorted,Insertion,3,1.75e-07
3,Random,Heap,3,1.77e-07
3,Random,Bubble,3,1.82e-07
3,Random,Selection,3,1.45e-07
3,Random,Insertion,3,1.75e-07
3,Sorted,Heap,2,1.11e-07
3,Sorted,Bubble,2,1.03e-07
3,Sorted,Selection,3,1.6e-07
3,Sorted,Insertion,2,1.26e-07
3,Inversely-sorted,Heap,3,1.7e-07
3,Inversely-sorted,Bubble,3,1.86e-07
3,Inversely-sorted,Selection,3,2.02e-07
3,Inversely-sorted,Insertion,3,1.92e-07
3,Random,Heap,2,1.05e-07
3,Random,Bubble,2,9.2e-08
3,Random,Selection,3,1.54e-07
3,Random,Insertion,2,9.3e-08
3,Sorted,Heap,2,1.03e-07
3,Sorted,Bubble,2,9.2e-08
3,Sorted,Selection,3,1.5e-07
3,Sorted,Insertion,2,9.2e-08
3,Inversely-sorted,Heap,3,1.77e-07
3,Inversely-sorted,Bubble,3,1.72e-07
3,Inversely-sorted,Selection,3,2.29e-07
3,Inversely-sorted,Insertion,3,1.72e-07
3,Random,Heap,2,1.03e-07
3,Random,Bubble,2,9.1e-08
3,Random,Selection,3,1.38e-07
3,Random,Insertion,2,8.9e-08
3,Sorted,Heap,2,1.02e-07
3,Sorted,Bubble,2,8.5e-08
3,Sorted,Selection,3,1.33e-07
3,Sorted,Insertion,2,9.2e-08
3,Inversely-sorted,Heap,3,2.2e-07
3,Inversely-sorted,Bubble,3,1.93e-07
3,Inversely-sorted,Selection,3,1.57e-07
3,Inversely-sorted,Insertion,3,2.09e-07
3,Random,Heap,2,9.6e-08
3,Random,Bubble,2,9.8e-08
3,Random,Selection,3,1.49e-07
3,Random,Insertion,2,1.02e-07
3,Sorted,Heap,2,9e-08
3,Sorted,Bubble,2,9.3e-08
3,Sorted,Selection,3,1.33e-07
3,Sorted,Insertion,2,9.3e-08
3,Inversely-sorted,Heap,3,1.75e-07
3,Inversely-sorted,Bubble,3,1.69e-07
3,Inversely-sorted,Selection,3,1.47e-07
3,Inversely-sorted,Insertion,3,1.87e-07
3,Random,Heap,3,1.78e-07
3,Random,Bubble,3,2.04e-07
3,Random,Selection,3,1.78e-07
3,Random,Insertion,3,1.65e-07
3,Sorted,Heap,2,1.01e-07
3,Sorted,Bubble,2,9.1e-08
3,Sorted,Selection,3,1.35e-07
3,Sorted,Insertion,2,1e-07
3,Inversely-sorted,Heap,3,2.09e-07
3,Inversely-sorted,Bubble,3,1.85e-07
3,Inversely-sorted,Selection,3,1.58e-07
3,Inversely-sorted,Insertion,3,1.86e-07
3,Random,Heap,3,1.68e-07
3,Random,Bubble,3,1.82e-07
3,Random,Selection,3,1.75e-07
3,Random,Insertion,3,1.75e-07
3,Sorted,Heap,2,9.4e-08
3,Sorted,Bubble,2,9.2e-08
3,Sorted,Selection,3,1.48e-07
3,Sorted,Insertion,2,9.8e-08
3,Inversely-sorted,Heap,3,1.81e-07
3,Inversely-sorted,Bubble,3,1.85e-07
3,Inversely-sorted,Selection,3,1.61e-07
3,Inversely-sorted,Insertion,3,1.7e-07
3,Random,Heap,3,1.55e-07
3,Random,Bubble,3,1.64e-07
3,Random,Selection,3,1.54e-07
3,Random,Insertion,3,1.5e-07
3,Sorted,Heap,2,9.3e-08
3,Sorted,Bubble,2,9.3e-08
3,Sorted,Selection,3,1.58e-07
3,Sorted,Insertion,2,1.23e-07
3,Inversely-sorted,Heap,3,1.61e-07
3,Inversely-sorted,Bubble,3,1.89e-07
3,Inversely-sorted,Selection,3,1.52e-07
3,Inversely-sorted,Insertion,3,1.67e-07
3,Random,Heap,3,1.63e-07
3,Random,Bubble,3,1.82e-07
3,Random,Selection,3,1.7e-07
3,Random,Insertion,3,1.6e-07
3,Sorted,Heap,2,1.06e-07
3,Sorted,Bubble,2,1e-07
3,Sorted,Selection,3,1.27e-07
3,Sorted,Insertion,2,1.05e-07
3,Inversely-sorted,Heap,3,1.63e-07
3,Inversely-sorted,Bubble,3,1.77e-07
3,Inversely-sorted,Selection,3,1.58e-07
3,Inversely-sorted,Insertion,3,1.73e-07
3,Random,Heap,3,1.97e-07
3,Random,Bubble,3,1.86e-07
3,Random,Selection,3,1.55e-07
3,Random,Insertion,3,1.87e-07
3,Sorted,Heap,2,9.3e-08
3,Sorted,Bubble,2,1.2e-07
3,Sorted,Selection,3,1.42e-07
3,Sorted,Insertion,2,9.3e-08
3,Inversely-sorted,Heap,3,1.6e-07
3,Inversely-sorted,Bubble,3,1.87e-07
3,Inversely-sorted,Selection,3,1.27e-07
3,Inversely-sorted,Insertion,3,1.85e-07
3,Random,Heap,3,1.69e-07
3,Random,Bubble,3,1.57e-07
3,Random,Selection,3,1.55e-07
3,Random,Insertion,3,1.81e-07
3,Sorted,Heap,2,9.3e-08
3,Sorted,Bubble,2,1.02e-07
3,Sorted,Selection,3,1.32e-07
3,Sorted,Insertion,2,1.16e-07
3,Inversely-sorted,Heap,3,1.38e-07
3,Inversely-sorted,Bubble,3,1.85e-07
3,Inversely-sorted,Selection,3,1.45e-07
3,Inversely-sorted,Insertion,3,1.57e-07
3,Random,Heap,3,1.65e-07
3,Random,Bubble,3,2.04e-07
3,Random,Selection,3,1.57e-07
3,Random,Insertion,3,1.84e-07
3,Sorted,Heap,2,8e-08
3,Sorted,Bubble,2,1.05e-07
3,Sorted,Selection,3,1.22e-07
3,Sorted,Insertion,2,1.02e-07
3,Inversely-sorted,Heap,3,1.96e-07
3,Inversely-sorted,Bubble,3,2.04e-07
3,Inversely-sorted,Selection,3,1.56e-07
3,Inversely-sorted,Insertion,3,1.46e-07
3,Random,Heap,3,1.79e-07
3,Random,Bubble,3,1.58e-07
3,Random,Selection,3,1.87e-07
3,Random,Insertion,3,1.69e-07
3,Sorted,Heap,2,1.18e-07
3,Sorted,Bubble,2,1.12e-07
3,Sorted,Selection,3,1.72e-07
3,Sorted,Insertion,2,1.29e-07
3,Inversely-sorted,Heap,3,1.6e-07
3,Inversely-sorted,Bubble,3,2.11e-07
3,Inversely-sorted,Selection,3,1.26e-07
3,Inversely-sorted,Insertion,3,1.74e-07
3,Random,Heap,3,1.89e-07
3,Random,Bubble,3,1.57e-07
3,Random,Selection,3,1.42e-07
3,Random,Insertion,2,1.36e-07
3,Sorted,Heap,2,8.2e-08
3,Sorted,Bubble,2,1.11e-07
3,Sorted,Selection,3,1.26e-07
3,Sorted,Insertion,2,1.2e-07
3,Inversely-sorted,Heap,3,1.36e-07
3,Inversely-sorted,Bubble,3,2.152e-06
3,Inversely-sorted,Selection,3,9.2e-08
3,Inversely-sorted,Insertion,3,1.21e-07
3,Random,Heap,3,1.22e-07
3,Random,Bubble,3,1.47e-07
3,Random,Selection,3,1.04e-07
3,Random,Insertion,2,1.24e-07
3,Sorted,Heap,2,6.6e-08
3,Sorted,Bubble,2,7.7e-08
3,Sorted,Selection,3,1.31e-07
3,Sorted,Insertion,2,1.24e-07
3,Inversely-sorted,Heap,3,2.29e-07
3,Inversely-sorted,Bubble,3,1.84e-07
3,Inversely-sorted,Selection,3,1.48e-07
3,Inversely-sorted,Insertion,3,2.34e-07
3,Random,Heap,3,1.57e-07
3,Random,Bubble,3,1.09e-07
3,Random,Selection,3,1.79e-07
3,Random,Insertion,2,1.26e-07
3,Sorted,Heap,2,8.9e-08
3,Sorted,Bubble,2,7.9e-08
3,Sorted,Selection,3,1.07e-07
3,Sorted,Insertion,2,1.1e-07
3,Inversely-sorted,Heap,3,1.57e-07
3,Inversely-sorted,Bubble,3,1.16e-07
3,Inversely-sorted,Selection,3,9.5e-08
3,Inversely-sorted,Insertion,3,1.12e-07
4,Random,Heap,6,2.74e-07
4,Random,Bubble,6,1.65e-07
4,Random,Selection,6,1.76e-07
4,Random,Insertion,4,1.91e-07
4,Sorted,Heap,3,1.16e-07
4,Sorted,Bubble,3,1.47e-07
4,Sorted,Selection,6,2.13e-07
4,Sorted,Insertion,3,2.15e-07
4,Inversely-sorted,Heap,6,3.5e-07
4,Inversely-sorted,Bubble,6,5.0041e-05
4,Inversely-sorted,Selection,6,2.86e-07
4,Inversely-sorted,Insertion,6,3.73e-07
4,Random,Heap,5,2.83e-07
4,Random,Bubble,5,2.22e-07
4,Random,Selection,6,2.81e-07
4,Random,Insertion,5,2.06e-07
4,Sorted,Heap,3,1.58e-07
4,Sorted,Bubble,3,1.46e-07
4,Sorted,Selection,6,2.44e-07
4,Sorted,Insertion,3,1.16e-07
4,Inversely-sorted,Heap,6,3.45e-07
4,Inversely-sorted,Bubble,6,3.27e-07
4,Inversely-sorted,Selection,6,3.3e-07
4,Inversely-sorted,Insertion,6,2.92e-07
4,Random,Heap,6,3e-07
4,Random,Bubble,6,2.63e-07
4,Random,Selection,6,2.45e-07
4,Random,Insertion,6,2.37e-07
4,Sorted,Heap,3,1.07e-07
4,Sorted,Bubble,3,1.18e-07
4,Sorted,Selection,6,2.38e-07
4,Sorted,Insertion,3,1.57e-07
4,Inversely-sorted,Heap,6,3.08e-07
4,Inversely-sorted,Bubble,6,2.76e-07
4,Inversely-sorted,Selection,6,2.37e-07
4,Inversely-sorted,Insertion,6,2.47e-07
4,Random,Heap,5,2.01e-07
4,Random,Bubble,5,1.54e-07
4,Random,Selection,6,2.71e-07
4,Random,Insertion,3,1.6e-07
4,Sorted,Heap,3,9.9e-08
4,Sorted,Bubble,3,1.19e-07
4,Sorted,Selection,6,2.14e-07
4,Sorted,Insertion,3,1.23e-07
4,Inversely-sorted,Heap,6,2.74e-07
4,Inversely-sorted,Bubble,6,2.35e-07
4,Inversely-sorted,Selection,6,2.22e-07
4,Inversely-sorted,Insertion,6,2.65e-07
4,Random,Heap,5,1.82e-07
4,Random,Bubble,5,1.95e-07
4,Random,Selection,6,2.19e-07
4,Random,Insertion,4,2.09e-07
4,Sorted,Heap,3,1.07e-07
4,Sorted,Bubble,3,9.6e-08
4,Sorted,Selection,6,2.06e-07
4,Sorted,Insertion,3,1.51e-07
4,Inversely-sorted,Heap,6,2.41e-07
4,Inversely-sorted,Bubble,6,2.49e-07
4,Inversely-sorted,Selection,6,1.67e-07
4,Inversely-sorted,Insertion,6,2.58e-07
4,Random,Heap,6,2.77e-07
4,Random,Bubble,6,2.38e-07
4,Random,Selection,6,2.72e-07
4,Random,Insertion,5,2.16e-07
4,Sorted,Heap,3,1.19e-07
4,Sorted,Bubble,3,1.04e-07
4,Sorted,Selection,6,2.32e-07
4,Sorted,Insertion,3,1.21e-07
4,Inversely-sorted,Heap,6,2.38e-07
4,Inversely-sorted,Bubble,6,2.55e-07
4,Inversely-sorted,Selection,6,2.01e-07
4,Inversely-sorted,Insertion,6,2.65e-07
4,Random,Heap,6,2.78e-07
4,Random,Bubble,6,2.29e-07
4,Random,Selection,6,2.4e-07
4,Random,Insertion,5,2.1e-07
4,Sorted,Heap,3,9.4e-08
4,Sorted,Bubble,3,1.18e-07
4,Sorted,Selection,6,1.78e-07
4,Sorted,Insertion,3,1.33e-07
4,Inversely-sorted,Heap,6,2.58e-07
4,Inversely-sorted,Bubble,6,2.57e-07
4,Inversely-sorted,Selection,6,2e-07
4,Inversely-sorted,Insertion,6,2.38e-07
4,Random,Heap,6,2.83e-07
4,Random,Bubble,6,2.4e-07
4,Random,Selection,6,2.54e-07
4,Random,Insertion,6,2.61e-07
4,Sorted,Heap,3,1.05e-07
4,Sorted,Bubble,3,1.1e-07
4,Sorted,Selection,6,1.97e-07
4,Sorted,Insertion,3,1.41e-07
4,Inversely-sorted,Heap,6,2.59e-07
4,Inversely-sorted,Bubble,6,2.33e-07
4,Inversely-sorted,Selection,6,2.21e-07
4,Inversely-sorted,Insertion,6,2.7e-07
4,Random,Heap,6,2.4e-07
4,Random,Bubble,6,2.42e-07
4,Random,Selection,6,2.23e-07
4,Random,Insertion,6,2.17e-07
4,Sorted,Heap,3,1.06e-07
4,Sorted,Bubble,3,1.18e-07
4,Sorted,Selection,6,1.91e-07
4,Sorted,Insertion,3,1.19e-07
4,Inversely-sorted,Heap,6,2.39e-07
4,Inversely-sorted,Bubble,6,2.37e-07
4,Inversely-sorted,Selection,6,1.92e-07
4,Inversely-sorted,Insertion,6,2.46e-07
4,Random,Heap,5,1.83e-07
4,Random,Bubble,5,1.58e-07
4,Random,Selection,6,2.32e-07
4,Random,Insertion,3,1.28e-07
4,Sorted,Heap,3,9e-08
4,Sorted,Bubble,3,1.35e-07
4,Sorted,Selection,6,2.25e-07
4,Sorted,Insertion,3,1.24e-07
4,Inversely-sorted,Heap,6,2.37e-07
4,Inversely-sorted,Bubble,6,2.46e-07
4,Inversely-sorted,Selection,6,2.16e-07
4,Inversely-sorted,Insertion,6,2.71e-07
4,Random,Heap,5,1.44e-07
4,Random,Bubble,5,2.86e-07
4,Random,Selection,6,3.13e-07
4,Random,Insertion,3,2.02e-07
4,Sorted,Heap,3,1.48e-07
4,Sorted,Bubble,3,1.31e-07
4,Sorted,Selection,6,2.59e-07
4,Sorted,Insertion,3,1.22e-07
4,Inversely-sorted,Heap,6,3.76e-07
4,Inversely-sorted,Bubble,6,2.93e-07
4,Inversely-sorted,Selection,6,2.57e-07
4,Inversely-sorted,Insertion,6,3.5e-07
4,Random,Heap,5,2.26e-07
4,Random,Bubble,5,2e-07
4,Random,Selection,6,2.79e-07
4,Random,Insertion,4,2.33e-07
4,Sorted,Heap,3,1.66e-07
4,Sorted,Bubble,3,1.17e-07
4,Sorted,Selection,6,2.41e-07
4,Sorted,Insertion,3,1.24e-07
4,Inversely-sorted,Heap,6,3.36e-07
4,Inversely-sorted,Bubble,6,2.86e-07
4,Inversely-sorted,Selection,6,2.82e-07
4,Inversely-sorted,Insertion,6,3.18e-07
4,Random,Heap,6,2.78e-07
4,Random,Bubble,6,2.96e-07
4,Random,Selection,6,2.4e-07
4,Random,Insertion,6,3.03e-07
4,Sorted,Heap,3,1.15e-07
4,Sorted,Bubble,3,1.19e-07
4,Sorted,Selection,6,2.33e-07
4,Sorted,Insertion,3,1.58e-07
4,Inversely-sorted,Heap,6,2.79e-07
4,Inversely-sorted,Bubble,6,2.69e-07
4,Inversely-sorted,Selection,6,2.6e-07
4,Inversely-sorted,Insertion,6,2.62e-07
4,Random,Heap,5,1.8e-07
4,Random,Bubble,5,1.93e-07
4,Random,Selection,6,1.91e-07
4,Random,Insertion,3,1.77e-07
4,Sorted,Heap,3,1.28e-07
4,Sorted,Bubble,3,1.21e-07
4,Sorted,Selection,6,2.13e-07
4,Sorted,Insertion,3,1.25e-07
4,Inversely-sorted,Heap,6,3.15e-07
4,Inversely-sorted,Bubble,6,2.83e-07
4,Inversely-sorted,Selection,6,2.29e-07
4,Inversely-sorted,Insertion,6,2.55e-07
4,Random,Heap,6,2.76e-07
4,Random,Bubble,6,2.37e-07
4,Random,Selection,6,2.66e-07
4,Random,Insertion,5,2.39e-07
4,Sorted,Heap,3,1.27e-07
4,Sorted,Bubble,3,1.2e-07
4,Sorted,Selection,6,2.04e-07
4,Sorted,Insertion,3,1.3e-07
4,Inversely-sorted,Heap,6,3.15e-07
4,Inversely-sorted,Bubble,6,3.21e-07
4,Inversely-sorted,Selection,6,2.39e-07
4,Inversely-sorted,Insertion,6,2.64e-07
4,Random,Heap,6,2.82e-07
4,Random,Bubble,6,2.4e-07
4,Random,Selection,6,2.19e-07
4,Random,Insertion,4,1.91e-07
4,Sorted,Heap,3,1.34e-07
4,Sorted,Bubble,3,1.2e-07
4,Sorted,Selection,6,2.14e-07
4,Sorted,Insertion,3,1.8e-07
4,Inversely-sorted,Heap,6,3.22e-07
4,Inversely-sorted,Bubble,6,2.98e-07
4,Inversely-sorted,Selection,6,2.56e-07
4,Inversely-sorted,Insertion,6,2.75e-07
4,Random,Heap,6,2.57e-07
4,Random,Bubble,6,2.19e-07
4,Random,Selection,6,2.61e-07
4,Random,Insertion,5,2.48e-07
4,Sorted,Heap,3,1.19e-07
4,Sorted,Bubble,3,1.15e-07
4,Sorted,Selection,6,2.52e-07
4,Sorted,Insertion,3,1.17e-07
4,Inversely-sorted,Heap,6,2.89e-07
4,Inversely-sorted,Bubble,6,2.8e-07
4,Inversely-sorted,Selection,6,2.48e-07
4,Inversely-sorted,Insertion,6,2.55e-07
4,Random,Heap,6,2.43e-07
4,Random,Bubble,6,2.2e-07
4,Random,Selection,6,2.52e-07
4,Random,Insertion,6,2.39e-07
4,Sorted,Heap,3,9.7e-08
4,Sorted,Bubble,3,9.4e-08
4,Sorted,Selection,6,2.11e-07
4,Sorted,Insertion,3,1.1e-07
4,Inversely-sorted,Heap,6,2.88e-07
4,Inversely-sorted,Bubble,6,3.2e-07
4,Inversely-sorted,Selection,6,2.2e-07
4,Inversely-sorted,Insertion,6,2.78e-07
4,Random,Heap,5,1.71e-07
4,Random,Bubble,5,1.99e-07
4,Random,Selection,6,2.22e-07
4,Random,Insertion,4,1.99e-07
4,Sorted,Heap,3,1.09e-07
4,Sorted,Bubble,3,1.12e-07
4,Sorted,Selection,6,2.28e-07
4,Sorted,Insertion,3,1.02e-07
4,Inversely-sorted,Heap,6,2.55e-07
4,Inversely-sorted,Bubble,6,2.99e-07
4,Inversely-sorted,Selection,6,1.9e-07
4,Inversely-sorted,Insertion,6,2.9e-07
4,Random,Heap,5,2.12e-07
4,Random,Bubble,5,1.98e-07
4,Random,Selection,6,2.63e-07
4,Random,Insertion,4,1.79e-07
4,Sorted,Heap,3,1.08e-07
4,Sorted,Bubble,3,8.8e-08
4,Sorted,Selection,6,2.07e-07
4,Sorted,Insertion,3,1.25e-07
4,Inversely-sorted,Heap,6,2.88e-07
